广州_马场_ICSCF3,2018-06-01 01:30:56,ZX-CSCF,省NOC,2
广州_马场_ICSCF3,2018-06-01 01:31:23,ZX-CSCF,省NOC,2
广州_马场_ICSCF3,2018-06-01 01:31:41,ZX-CSCF,省NOC,2
广州_马场_ICSCF3,2018-06-01 01:31:53,ZX-CSCF,省NOC,2
广州_马场_AGCF5,2018-06-01 01:32:08,ZX-AGCF,省NOC,3
广州_马场_ICSCF3,2018-06-01 01:32:26,ZX-CSCF,省NOC,2
广州_马场_ICSCF3,2018-06-01 01:32:41,ZX-CSCF,省NOC,2
广州_马场_ICSCF3,2018-06-01 01:32:56,ZX-CSCF,省NOC,2
广州_马场_ICSCF3,2018-06-01 01:33:41,ZX-CSCF,省NOC,2
广州_马场_ICSCF3,2018-06-01 01:34:11,ZX-CSCF,省NOC,2
广州_马场_AGCF5,2018-06-01 01:34:27,ZX-AGCF,省NOC,3
广州_马场_AGCF5,2018-06-01 01:35:28,ZX-AGCF,省NOC,3
广州_马场_ICSCF3,2018-06-01 01:35:59,ZX-CSCF,省NOC,2
广州_马场_ICSCF3,2018-06-01 01:36:17,ZX-CSCF,省NOC,2
广州_马场_AGCF5,2018-06-01 01:36:31,ZX-AGCF,省NOC,3
广州_马场_ICSCF3,2018-06-01 01:37:32,ZX-CSCF,省NOC,2
广州_马场_ICSCF3,2018-06-01 01:37:47,ZX-CSCF,省NOC,2
广州_马场_AGCF5,2018-06-01 01:38:03,ZX-AGCF,省NOC,3
广州_环市西_MGCF2,2018-06-01 01:38:16,ZX-MGCF,省NOC,3
广州_马场_ICSCF3,2018-06-01 01:38:47,ZX-CSCF,省NOC,2
广州_马场_ICSCF3,2018-06-01 01:39:32,ZX-CSCF,省NOC,2
广州_马场_AGCF5,2018-06-01 01:39:48,ZX-AGCF,省NOC,3
广州_马场_ICSCF3,2018-06-01 01:40:05,ZX-CSCF,省NOC,2
广州_马场_ICSCF3,2018-06-01 01:41:38,ZX-CSCF,省NOC,2
广州_马场_AGCF5,2018-06-01 01:41:55,ZX-AGCF,省NOC,3
广州_马场_AGCF5,2018-06-01 01:42:27,ZX-AGCF,省NOC,3
广州_马场_ICSCF3,2018-06-01 01:42:44,ZX-CSCF,省NOC,2
广州_马场_ICSCF3,2018-06-01 01:43:14,ZX-CSCF,省NOC,2
广州_马场_AGCF5,2018-06-01 01:43:42,ZX-AGCF,省NOC,3
广州_马场_ICSCF3,2018-06-01 01:44:44,ZX-CSCF,省NOC,2
广州_马场_ICSCF3,2018-06-01 01:45:44,ZX-CSCF,省NOC,2
广州_马场_ICSCF3,2018-06-01 01:45:59,ZX-CSCF,省NOC,2
广州_马场_AGCF5,2018-06-01 01:47:30,ZX-AGCF,省NOC,3
广州_电信大厦_IMGW3,2018-06-01 02:01:46,ZX-IMGW,广州,4
广州_马场_ICSCF3,2018-06-01 01:51:26,ZX-CSCF,省NOC,2
广州_马场_ICSCF3,2018-06-01 01:51:56,ZX-CSCF,省NOC,2
广州_马场_ICSCF3,2018-06-01 01:52:08,ZX-CSCF,省NOC,2
广州_马场_AGCF5,2018-06-01 01:52:42,ZX-AGCF,省NOC,3
广州_马场_AGCF5,2018-06-01 01:53:31,ZX-AGCF,省NOC,3
广州_马场_AGCF5,2018-06-01 01:54:00,ZX-AGCF,省NOC,3
广州_马场_ICSCF3,2018-06-01 01:54:17,ZX-CSCF,省NOC,2
广州_马场_AGCF5,2018-06-01 01:54:33,ZX-AGCF,省NOC,3
广州_马场_ICSCF3,2018-06-01 01:55:02,ZX-CSCF,省NOC,2
广州_马场_ICSCF3,2018-06-01 01:55:20,ZX-CSCF,省NOC,2
广州_马场_AGCF5,2018-06-01 01:56:07,ZX-AGCF,省NOC,3
广州_马场_ICSCF3,2018-06-01 01:56:23,ZX-CSCF,省NOC,2
广州_马场_AGCF5,2018-06-01 01:56:39,ZX-AGCF,省NOC,3
广州_马场_AGCF5,2018-06-01 01:56:56,ZX-AGCF,省NOC,3
广州_马场_ICSCF3,2018-06-01 01:57:28,ZX-CSCF,省NOC,2
广州_马场_AGCF5,2018-06-01 01:58:13,ZX-AGCF,省NOC,3
广州_马场_ICSCF3,2018-06-01 01:59:11,ZX-CSCF,省NOC,2
广州_马场_ICSCF3,2018-06-01 01:59:26,ZX-CSCF,省NOC,2
广州_马场_AGCF5,2018-06-01 01:59:42,ZX-AGCF,省NOC,3
广州_马场_AGCF5,2018-06-01 01:59:55,ZX-AGCF,省NOC,3
广州_马场_ICSCF3,2018-06-01 02:00:41,ZX-CSCF,省NOC,2
广州_马场_AGCF5,2018-06-01 02:00:55,ZX-AGCF,省NOC,3
广州_马场_ICSCF3,2018-06-01 02:01:14,ZX-CSCF,省NOC,2
广州_马场_ICSCF3,2018-06-01 02:01:29,ZX-CSCF,省NOC,2
广州_马场_ICSCF3,2018-06-01 02:02:29,ZX-CSCF,省NOC,2
广州_马场_ICSCF3,2018-06-01 02:02:59,ZX-CSCF,省NOC,2
广州_马场_ICSCF3,2018-06-01 02:03:29,ZX-CSCF,省NOC,2
广州_马场_ICSCF3,2018-06-01 02:03:44,ZX-CSCF,省NOC,2
广州_马场_ICSCF3,2018-06-01 02:04:29,ZX-CSCF,省NOC,2
广州_马场_ICSCF3,2018-06-01 02:05:02,ZX-CSCF,省NOC,2
广州_马场_ICSCF3,2018-06-01 02:05:30,ZX-CSCF,省NOC,2
广州_马场_AGCF5,2018-06-01 02:05:46,ZX-AGCF,省NOC,3
广州_马场_ICSCF3,2018-06-01 02:06:02,ZX-CSCF,省NOC,2
广州_马场_ICSCF3,2018-06-01 02:06:35,ZX-CSCF,省NOC,2
广州_马场_ICSCF3,2018-06-01 02:07:20,ZX-CSCF,省NOC,2
广州_马场_ICSCF3,2018-06-01 02:07:35,ZX-CSCF,省NOC,2
广州_环市西_MGCF2,2018-06-01 02:07:52,ZX-MGCF,省NOC,3
广州_马场_AGCF5,2018-06-01 02:08:07,ZX-AGCF,省NOC,3
广州_马场_AGCF5,2018-06-01 02:08:27,ZX-AGCF,省NOC,3
广州_马场_AGCF5,2018-06-01 02:08:39,ZX-AGCF,省NOC,3
广州_马场_AGCF5,2018-06-01 02:09:07,ZX-AGCF,省NOC,3
广州_马场_AGCF5,2018-06-01 02:10:10,ZX-AGCF,省NOC,3
广州_马场_ICSCF3,2018-06-01 02:10:23,ZX-CSCF,省NOC,2
广州_马场_AGCF5,2018-06-01 02:10:55,ZX-AGCF,省NOC,3
